id,conversation,is_sales,is_rebuttal,is_obj
11,"Dzień dobry, nazywam się Krzysztof Jankowski, dzwonię z banku Santander. Rozmowa jest nagrywana w celach szkoleniowych i jakościowych. Dzwonię w sprawie oferty karty kredytowej SantCard Premium. Czy ma Pani chwilę na rozmowę?

Tak, słucham.

Świetnie! Chciałbym przedstawić Pani naszą kartę SantCard Premium z limitem do 30 tysięcy złotych i cashback 2% na wszystkie zakupy.

Już mam kartę w innym banku. Czy wasze warunki są lepsze?

Po pierwszym roku opłata wynosi 15 złotych, ale można ją znieść regularnie korzystając z karty.

Brzmi rozsądnie. Chcę złożyć wniosek.",1,1,1
12,"Dzień dobry, nazywam się Joanna Kozłowska, dzwonię z banku Santander. Rozmowa jest nagrywana w celach szkoleniowych i jakościowych. Dzwonię w sprawie oferty karty kredytowej SantCard Premium. Czy ma Pani chwilę na rozmowę?

Tak, ale nie za długo.

Świetnie! Chciałbym przedstawić Pani naszą kartę SantCard Premium z limitem do 30 tysięcy złotych i cashback 2% na wszystkie zakupy.

A jakie są koszty po pierwszym roku?

Koszty po pierwszym roku to 12 złotych miesięcznie, ale przy wydatkach powyżej 500 złotych miesięcznie opłata jest zniesiona.

Zastanowię się i dam znać. Dziękuję za prezentację.",1,1,1
13,"Dzień dobry, nazywam się Monika Nowacka, dzwonię z banku Santander. Rozmowa jest nagrywana w celach szkoleniowych i jakościowych. Dzwonię w sprawie oferty karty kredytowej SantCard Premium. Czy ma Pan chwilę na rozmowę?

Tak, słucham.

Świetnie! Chciałbym przedstawić Pan naszą kartę SantCard Premium z limitem do 30 tysięcy złotych i cashback 2% na wszystkie zakupy.

Brzmi interesująco. Jakie są warunki?

Koszty po pierwszym roku to 12 złotych miesięcznie, ale przy wydatkach powyżej 500 złotych miesięcznie opłata jest zniesiona.

Zastanowię się i dam znać. Dziękuję za prezentację.",1,1,1
14,"Dzień dobry, nazywam się Michał Zieliński, dzwonię z banku Santander. Rozmowa jest nagrywana w celach szkoleniowych i jakościowych. Dzwonię w sprawie oferty karty kredytowej SantCard Premium. Czy ma Pani chwilę na rozmowę?

Tak, słucham.

Doskonale! Nasza nowa karta SantCard Premium oferuje cashback do 5% oraz brak opłat przez 12 miesięcy.

A jakie są koszty po pierwszym roku?

Porównując z innymi bankami, nasze oprocentowanie jest jednym z najniższych na rynku - od 9,9% rocznie.

Brzmi rozsądnie. Chcę złożyć wniosek.",1,1,1
15,"Dzień dobry, nazywam się Krzysztof Jankowski, dzwonię z banku Santander. Rozmowa jest nagrywana w celach szkoleniowych i jakościowych. Dzwonię w sprawie oferty karty kredytowej SantCard Premium. Czy ma Pan chwilę na rozmowę?

Tak, słucham.

Świetnie! Chciałbym przedstawić Pan naszą kartę SantCard Premium z limitem do 30 tysięcy złotych i cashback 2% na wszystkie zakupy.

Brzmi interesująco. Jakie są warunki?

Po pierwszym roku opłata wynosi 15 złotych, ale można ją znieść regularnie korzystając z karty.

Zastanowię się i dam znać. Dziękuję za prezentację.",1,1,1
16,"Dzień dobry, nazywam się Piotr Mazur, dzwonię z banku Santander. Rozmowa jest nagrywana w celach szkoleniowych i jakościowych. Dzwonię w sprawie oferty karty kredytowej SantCard Premium. Czy ma Pan chwilę na rozmowę?

Tak, słucham.

Dziękuję! Oferujemy kartę SantCard Premium z bardzo atrakcyjnymi warunkami - pierwszy rok bezpłatny i bonus 300 złotych.

Już mam kartę w innym banku. Czy wasze warunki są lepsze?

Po pierwszym roku opłata wynosi 15 złotych, ale można ją znieść regularnie korzystając z karty.

Dobrze, może pan przygotować ofertę. Dziękuję za informacje.",1,1,1
17,"Dzień dobry, nazywam się Michał Zieliński, dzwonię z banku Santander. Rozmowa jest nagrywana w celach szkoleniowych i jakościowych. Dzwonię w sprawie oferty karty kredytowej SantCard Premium. Czy ma Pan chwilę na rozmowę?

Tak, ale nie za długo.

Dziękuję! Oferujemy kartę SantCard Premium z bardzo atrakcyjnymi warunkami - pierwszy rok bezpłatny i bonus 300 złotych.

Brzmi interesująco. Jakie są warunki?

Po pierwszym roku opłata wynosi 15 złotych, ale można ją znieść regularnie korzystając z karty.

Brzmi rozsądnie. Chcę złożyć wniosek.",1,1,1
18,"Dzień dobry, nazywam się Monika Nowacka, dzwonię z banku Santander. Rozmowa jest nagrywana w celach szkoleniowych i jakościowych. Dzwonię w sprawie oferty karty kredytowej SantCard Premium. Czy ma Pani chwilę na rozmowę?

Słucham, ale krótko.

Doskonale! Nasza nowa karta SantCard Premium oferuje cashback do 5% oraz brak opłat przez 12 miesięcy.

Brzmi interesująco. Jakie są warunki?

Po pierwszym roku opłata wynosi 15 złotych, ale można ją znieść regularnie korzystając z karty.

Dobrze, może pan przygotować ofertę. Dziękuję za informacje.",1,1,1
19,"Dzień dobry, nazywam się Robert Kowalski, dzwonię z banku Santander. Rozmowa jest nagrywana w celach szkoleniowych i jakościowych. Dzwonię w sprawie oferty karty kredytowej SantCard Premium. Czy ma Pani chwilę na rozmowę?

Tak, ale nie za długo.

Doskonale! Nasza nowa karta SantCard Premium oferuje cashback do 5% oraz brak opłat przez 12 miesięcy.

A jakie są koszty po pierwszym roku?

Porównując z innymi bankami, nasze oprocentowanie jest jednym z najniższych na rynku - od 9,9% rocznie.

Dobrze, może pan przygotować ofertę. Dziękuję za informacje.",1,1,1
20,"Dzień dobry, nazywam się Monika Nowacka, dzwonię z banku Santander. Rozmowa jest nagrywana w celach szkoleniowych i jakościowych. Dzwonię w sprawie oferty karty kredytowej SantCard Premium. Czy ma Pan chwilę na rozmowę?

Tak, słucham.

Doskonale! Nasza nowa karta SantCard Premium oferuje cashback do 5% oraz brak opłat przez 12 miesięcy.

Brzmi interesująco. Jakie są warunki?

Porównując z innymi bankami, nasze oprocentowanie jest jednym z najniższych na rynku - od 9,9% rocznie.

Dobrze, może pan przygotować ofertę. Dziękuję za informacje.",1,1,1
21,"Dzień dobry, nazywam się Jarosław Piotrowski, dzwonię z banku Santander. Rozmowa jest nagrywana w celach szkoleniowych i jakościowych. Dzwonię w sprawie oferty karty kredytowej SantCard Premium. Czy ma Pan chwilę na rozmowę?

Tak, słucham.

Doskonale! Nasza nowa karta SantCard Premium oferuje cashback do 5% oraz brak opłat przez 12 miesięcy.

Już mam kartę w innym banku. Czy wasze warunki są lepsze?

Koszty po pierwszym roku to 12 złotych miesięcznie, ale przy wydatkach powyżej 500 złotych miesięcznie opłata jest zniesiona.

Brzmi rozsądnie. Chcę złożyć wniosek.",1,1,1
22,"Dzień dobry, nazywam się Robert Kowalski, dzwonię z banku Santander. Rozmowa jest nagrywana w celach szkoleniowych i jakościowych. Dzwonię w sprawie oferty karty kredytowej SantCard Premium. Czy ma Pani chwilę na rozmowę?

Tak, słucham.

Doskonale! Nasza nowa karta SantCard Premium oferuje cashback do 5% oraz brak opłat przez 12 miesięcy.

Już mam kartę w innym banku. Czy wasze warunki są lepsze?

Porównując z innymi bankami, nasze oprocentowanie jest jednym z najniższych na rynku - od 9,9% rocznie.

Brzmi rozsądnie. Chcę złożyć wniosek.",1,1,1
23,"Dzień dobry, nazywam się Anna Kowalska, dzwonię z banku Santander. Rozmowa jest nagrywana w celach szkoleniowych i jakościowych. Dzwonię w sprawie oferty karty kredytowej SantCard Premium. Czy ma Pan chwilę na rozmowę?

Słucham, ale krótko.

Świetnie! Chciałbym przedstawić Pan naszą kartę SantCard Premium z limitem do 30 tysięcy złotych i cashback 2% na wszystkie zakupy.

A jakie są koszty po pierwszym roku?

Koszty po pierwszym roku to 12 złotych miesięcznie, ale przy wydatkach powyżej 500 złotych miesięcznie opłata jest zniesiona.

Dobrze, może pan przygotować ofertę. Dziękuję za informacje.",1,1,1
24,"Dzień dobry, nazywam się Katarzyna Wiśniewska, dzwonię z banku Santander. Rozmowa jest nagrywana w celach szkoleniowych i jakościowych. Dzwonię w sprawie oferty karty kredytowej SantCard Premium. Czy ma Pan chwilę na rozmowę?

Tak, ale nie za długo.

Świetnie! Chciałbym przedstawić Pan naszą kartę SantCard Premium z limitem do 30 tysięcy złotych i cashback 2% na wszystkie zakupy.

Już mam kartę w innym banku. Czy wasze warunki są lepsze?

Po pierwszym roku opłata wynosi 15 złotych, ale można ją znieść regularnie korzystając z karty.

Brzmi rozsądnie. Chcę złożyć wniosek.",1,1,1
25,"Dzień dobry, nazywam się Agnieszka Zielińska, dzwonię z banku Santander. Rozmowa jest nagrywana w celach szkoleniowych i jakościowych. Dzwonię w sprawie oferty karty kredytowej SantCard Premium. Czy ma Pan chwilę na rozmowę?

Tak, słucham.

Świetnie! Chciałbym przedstawić Pan naszą kartę SantCard Premium z limitem do 30 tysięcy złotych i cashback 2% na wszystkie zakupy.

A jakie są koszty po pierwszym roku?

Porównując z innymi bankami, nasze oprocentowanie jest jednym z najniższych na rynku - od 9,9% rocznie.

Dobrze, może pan przygotować ofertę. Dziękuję za informacje.",1,1,1
26,"Dzień dobry, nazywam się Krzysztof Jankowski, dzwonię z banku Santander. Rozmowa jest nagrywana w celach szkoleniowych i jakościowych. Dzwonię w sprawie oferty karty kredytowej SantCard Premium. Czy ma Pan chwilę na rozmowę?

Tak, ale nie za długo.

Doskonale! Nasza nowa karta SantCard Premium oferuje cashback do 5% oraz brak opłat przez 12 miesięcy.

A jakie są koszty po pierwszym roku?

Porównując z innymi bankami, nasze oprocentowanie jest jednym z najniższych na rynku - od 9,9% rocznie.

Zastanowię się i dam znać. Dziękuję za prezentację.",1,1,1
27,"Dzień dobry, nazywam się Beata Krawczyk, dzwonię z banku Santander. Rozmowa jest nagrywana w celach szkoleniowych i jakościowych. Dzwonię w sprawie oferty karty kredytowej SantCard Premium. Czy ma Pan chwilę na rozmowę?

Tak, słucham.

Świetnie! Chciałbym przedstawić Pan naszą kartę SantCard Premium z limitem do 30 tysięcy złotych i cashback 2% na wszystkie zakupy.

Brzmi interesująco. Jakie są warunki?

Porównując z innymi bankami, nasze oprocentowanie jest jednym z najniższych na rynku - od 9,9% rocznie.

Dobrze, może pan przygotować ofertę. Dziękuję za informacje.",1,1,1
28,"Dzień dobry, nazywam się Ewa Dąbrowska, dzwonię z banku Santander. Rozmowa jest nagrywana w celach szkoleniowych i jakościowych. Dzwonię w sprawie oferty karty kredytowej SantCard Premium. Czy ma Pan chwilę na rozmowę?

Tak, słucham.

Dziękuję! Oferujemy kartę SantCard Premium z bardzo atrakcyjnymi warunkami - pierwszy rok bezpłatny i bonus 300 złotych.

Brzmi interesująco. Jakie są warunki?

Porównując z innymi bankami, nasze oprocentowanie jest jednym z najniższych na rynku - od 9,9% rocznie.

Zastanowię się i dam znać. Dziękuję za prezentację.",1,1,1
29,"Dzień dobry, nazywam się Joanna Kozłowska, dzwonię z banku Santander. Rozmowa jest nagrywana w celach szkoleniowych i jakościowych. Dzwonię w sprawie oferty karty kredytowej SantCard Premium. Czy ma Pan chwilę na rozmowę?

Tak, słucham.

Doskonale! Nasza nowa karta SantCard Premium oferuje cashback do 5% oraz brak opłat przez 12 miesięcy.

A jakie są koszty po pierwszym roku?

Porównując z innymi bankami, nasze oprocentowanie jest jednym z najniższych na rynku - od 9,9% rocznie.

Zastanowię się i dam znać. Dziękuję za prezentację.",1,1,1
30,"Dzień dobry, nazywam się Grzegorz Jankowski, dzwonię z banku Santander. Rozmowa jest nagrywana w celach szkoleniowych i jakościowych. Dzwonię w sprawie oferty karty kredytowej SantCard Premium. Czy ma Pan chwilę na rozmowę?

Słucham, ale krótko.

Doskonale! Nasza nowa karta SantCard Premium oferuje cashback do 5% oraz brak opłat przez 12 miesięcy.

Brzmi interesująco. Jakie są warunki?

Koszty po pierwszym roku to 12 złotych miesięcznie, ale przy wydatkach powyżej 500 złotych miesięcznie opłata jest zniesiona.

Dobrze, może pan przygotować ofertę. Dziękuję za informacje.",1,1,1
31,"Dzień dobry, nazywam się Tomasz Kowalczyk, dzwonię z banku Santander. Rozmowa jest nagrywana w celach szkoleniowych i jakościowych. Dzwonię w sprawie oferty karty kredytowej SantCard Premium. Czy ma Pani chwilę na rozmowę?

Słucham, ale krótko.

Doskonale! Nasza nowa karta SantCard Premium oferuje cashback do 5% oraz brak opłat przez 12 miesięcy.

Brzmi interesująco. Jakie są warunki?

Po pierwszym roku opłata wynosi 15 złotych, ale można ją znieść regularnie korzystając z karty.

Brzmi rozsądnie. Chcę złożyć wniosek.",1,1,1
32,"Dzień dobry, nazywam się Michał Zieliński, dzwonię z banku Santander. Rozmowa jest nagrywana w celach szkoleniowych i jakościowych. Dzwonię w sprawie oferty karty kredytowej SantCard Premium. Czy ma Pan chwilę na rozmowę?

Słucham, ale krótko.

Świetnie! Chciałbym przedstawić Pan naszą kartę SantCard Premium z limitem do 30 tysięcy złotych i cashback 2% na wszystkie zakupy.

Już mam kartę w innym banku. Czy wasze warunki są lepsze?

Porównując z innymi bankami, nasze oprocentowanie jest jednym z najniższych na rynku - od 9,9% rocznie.

Dobrze, może pan przygotować ofertę. Dziękuję za informacje.",1,1,1
33,"Dzień dobry, nazywam się Dorota Kamińska, dzwonię z banku Santander. Rozmowa jest nagrywana w celach szkoleniowych i jakościowych. Dzwonię w sprawie oferty karty kredytowej SantCard Premium. Czy ma Pan chwilę na rozmowę?

Tak, słucham.

Świetnie! Chciałbym przedstawić Pan naszą kartę SantCard Premium z limitem do 30 tysięcy złotych i cashback 2% na wszystkie zakupy.

Już mam kartę w innym banku. Czy wasze warunki są lepsze?

Koszty po pierwszym roku to 12 złotych miesięcznie, ale przy wydatkach powyżej 500 złotych miesięcznie opłata jest zniesiona.

Zastanowię się i dam znać. Dziękuję za prezentację.",1,1,1
34,"Dzień dobry, nazywam się Agnieszka Zielińska, dzwonię z banku Santander. Rozmowa jest nagrywana w celach szkoleniowych i jakościowych. Dzwonię w sprawie oferty karty kredytowej SantCard Premium. Czy ma Pan chwilę na rozmowę?

Słucham, ale krótko.

Doskonale! Nasza nowa karta SantCard Premium oferuje cashback do 5% oraz brak opłat przez 12 miesięcy.

Już mam kartę w innym banku. Czy wasze warunki są lepsze?

Po pierwszym roku opłata wynosi 15 złotych, ale można ją znieść regularnie korzystając z karty.

Brzmi rozsądnie. Chcę złożyć wniosek.",1,1,1
35,"Dzień dobry, nazywam się Małgorzata Kaczmarek, dzwonię z banku Santander. Rozmowa jest nagrywana w celach szkoleniowych i jakościowych. Dzwonię w sprawie oferty karty kredytowej SantCard Premium. Czy ma Pan chwilę na rozmowę?

Słucham, ale krótko.

Dziękuję! Oferujemy kartę SantCard Premium z bardzo atrakcyjnymi warunkami - pierwszy rok bezpłatny i bonus 300 złotych.

A jakie są koszty po pierwszym roku?

Porównując z innymi bankami, nasze oprocentowanie jest jednym z najniższych na rynku - od 9,9% rocznie.

Brzmi rozsądnie. Chcę złożyć wniosek.",1,1,1
36,"Dzień dobry, nazywam się Beata Krawczyk, dzwonię z banku Santander. Rozmowa jest nagrywana w celach szkoleniowych i jakościowych. Dzwonię w sprawie oferty karty kredytowej SantCard Premium. Czy ma Pan chwilę na rozmowę?

Tak, słucham.

Świetnie! Chciałbym przedstawić Pan naszą kartę SantCard Premium z limitem do 30 tysięcy złotych i cashback 2% na wszystkie zakupy.

Brzmi interesująco. Jakie są warunki?

Koszty po pierwszym roku to 12 złotych miesięcznie, ale przy wydatkach powyżej 500 złotych miesięcznie opłata jest zniesiona.

Dobrze, może pan przygotować ofertę. Dziękuję za informacje.",1,1,1
37,"Dzień dobry, nazywam się Katarzyna Wiśniewska, dzwonię z banku Santander. Rozmowa jest nagrywana w celach szkoleniowych i jakościowych. Dzwonię w sprawie oferty karty kredytowej SantCard Premium. Czy ma Pani chwilę na rozmowę?

Tak, słucham.

Świetnie! Chciałbym przedstawić Pani naszą kartę SantCard Premium z limitem do 30 tysięcy złotych i cashback 2% na wszystkie zakupy.

Brzmi interesująco. Jakie są warunki?

Koszty po pierwszym roku to 12 złotych miesięcznie, ale przy wydatkach powyżej 500 złotych miesięcznie opłata jest zniesiona.

Zastanowię się i dam znać. Dziękuję za prezentację.",1,1,1
38,"Dzień dobry, nazywam się Małgorzata Kaczmarek, dzwonię z banku Santander. Rozmowa jest nagrywana w celach szkoleniowych i jakościowych. Dzwonię w sprawie oferty karty kredytowej SantCard Premium. Czy ma Pan chwilę na rozmowę?

Tak, słucham.

Doskonale! Nasza nowa karta SantCard Premium oferuje cashback do 5% oraz brak opłat przez 12 miesięcy.

Brzmi interesująco. Jakie są warunki?

Porównując z innymi bankami, nasze oprocentowanie jest jednym z najniższych na rynku - od 9,9% rocznie.

Brzmi rozsądnie. Chcę złożyć wniosek.",1,1,1
